FechaHora,Nitrogeno,Fosforo,Potasio,Conductividad_Electrica,pH,Humedad,Temperatura,m8 (10 cm) [mm],m8 (20 cm) [mm],m8 (60 cm) [mm],m8 (80 cm) [mm],m8 (100 cm) [mm],tz (T Amb superficie) [C]
07-01-2020 11:49:47,168.32,68.37,240.0,3.92,6.41,62.47,17.68,57.02,53.88,68.55,72.82,43.42,18.06
07-01-2020 17:50:10,166.81,69.1,240.67,4.03,6.53,79.57,17.68,65.44,60.43,75.25,76.01,56.8,20.37
07-01-2020 23:50:33,162.77,70.16,239.19,3.97,6.55,68.51,17.81,60.37,56.8,75.25,75.82,79.21,18.5
08-01-2020 00:00:34,168.23,69.15,241.47,3.96,6.64,68.33,17.81,60.32,56.76,75.25,75.81,79.21,18.43
08-01-2020 05:50:56,166.75,71.35,240.92,3.89,6.57,65.87,17.81,59.36,55.9,75.3,75.76,79.23,17.37
08-01-2020 11:51:20,163.05,69.01,238.8,3.91,6.52,64.71,17.87,58.96,55.42,75.33,75.8,79.28,17.68
08-01-2020 17:51:42,163.05,68.86,239.75,4.03,6.61,63.98,17.87,58.81,55.11,74.72,75.76,79.29,20.25
08-01-2020 23:52:05,163.88,67.41,238.12,3.97,6.64,63.56,17.87,58.67,54.98,70.6,74.78,57.1,18.56
09-01-2020 00:02:06,160.62,66.72,238.24,3.96,6.55,63.54,17.87,58.65,54.98,70.58,74.74,52.4,18.5
09-01-2020 05:52:29,161.47,69.5,238.31,3.88,6.49,63.29,17.87,58.37,54.73,69.69,73.76,45.4,16.75
09-01-2020 11:52:52,161.33,67.95,237.19,4.0,6.52,78.62,17.93,64.94,60.26,74.85,75.87,52.16,19.25
09-01-2020 17:53:15,157.48,67.5,237.47,4.03,6.53,67.62,17.93,60.62,56.6,74.69,75.72,51.42,21.0
09-01-2020 23:53:38,157.19,68.84,234.82,3.97,6.65,65.58,17.93,59.82,56.05,74.73,75.72,51.26,18.81
10-01-2020 00:03:39,158.57,67.53,236.29,3.96,6.58,65.54,17.93,59.8,56.04,74.73,75.71,51.23,18.75
10-01-2020 05:54:02,157.16,68.87,235.69,3.88,6.55,64.65,17.93,59.13,55.56,74.72,75.71,50.94,16.62
10-01-2020 11:54:24,157.1,68.3,232.99,3.99,6.71,64.08,18.0,58.79,55.12,74.73,75.73,50.79,18.12
10-01-2020 17:54:47,154.94,67.32,232.87,4.03,6.37,63.6,18.06,58.94,54.93,70.83,75.69,50.42,20.37
10-01-2020 23:55:10,154.28,68.19,232.29,3.96,6.47,63.32,18.0,58.64,54.85,69.68,73.55,45.07,18.43
11-01-2020 00:05:11,151.07,66.31,234.26,3.96,6.63,63.31,18.06,58.63,54.85,69.66,73.54,45.05,18.37
11-01-2020 05:55:33,151.63,68.28,233.55,3.88,6.65,63.12,18.06,58.2,54.62,69.05,72.76,44.78,16.68
11-01-2020 11:55:56,152.55,67.23,233.19,4.01,6.47,65.5,18.12,63.97,57.44,68.67,72.64,44.59,18.68
11-01-2020 17:56:19,152.85,67.68,230.96,4.03,6.51,68.89,18.12,61.07,57.12,75.16,75.72,52.36,20.31
11-01-2020 23:56:42,151.76,68.94,233.14,3.96,6.62,65.9,18.18,60.05,56.26,75.18,75.75,52.28,18.62
12-01-2020 00:06:43,150.12,67.61,232.58,3.96,6.65,65.85,18.12,60.03,56.24,75.18,75.75,52.29,18.56
12-01-2020 05:57:06,149.35,66.81,230.39,3.89,6.55,64.87,18.18,59.39,55.71,75.19,75.76,52.17,17.43
12-01-2020 11:57:29,149.58,68.45,231.87,3.92,6.72,64.22,18.18,59.06,55.32,75.21,75.82,52.14,17.75
12-01-2020 17:57:52,148.91,67.29,229.97,4.03,6.52,63.73,18.25,59.02,55.08,71.28,75.82,52.04,20.25
12-01-2020 23:58:15,149.93,68.54,228.07,3.97,6.59,63.43,18.25,58.72,54.97,69.94,74.25,45.22,18.43
01-02-2020 00:07:21,117.83,62.91,200.85,3.96,6.73,65.91,19.31,59.15,56.19,75.04,75.68,76.75,19.25
01-02-2020 05:47:43,117.63,62.35,202.31,3.89,6.55,65.42,19.37,58.75,55.87,75.05,75.68,76.79,17.87
01-02-2020 12:58:11,121.44,61.36,200.35,4.01,6.87,64.98,19.37,58.55,55.52,71.62,75.76,76.91,18.93
01-02-2020 18:38:33,120.34,64.1,200.93,4.03,6.93,64.64,19.31,58.75,55.39,70.31,74.42,47.84,21.18
01-02-2020 23:58:54,119.18,61.2,199.08,3.96,6.61,64.43,19.31,58.61,55.35,69.73,73.16,45.54,19.62
02-02-2020 00:08:54,118.35,62.35,198.73,3.96,6.69,64.43,19.31,58.6,55.34,69.69,73.14,45.52,19.56
02-02-2020 06:09:17,123.48,60.79,201.13,3.88,6.49,64.25,19.25,58.32,55.16,69.26,72.56,45.26,18.75
02-02-2020 11:49:39,120.18,61.06,198.1,3.88,6.64,64.07,19.31,58.2,54.99,69.01,72.41,45.11,19.25
02-02-2020 17:50:02,120.8,61.21,197.99,4.03,6.77,63.84,19.25,58.4,54.86,68.74,72.23,44.9,21.43
02-02-2020 23:50:25,120.48,63.47,196.57,3.96,6.79,63.68,19.25,58.23,54.81,68.48,72.14,44.76,19.75
03-02-2020 00:00:26,120.65,61.58,199.75,3.96,6.68,63.67,19.25,58.22,54.81,68.47,72.14,44.75,19.68
03-02-2020 05:50:49,120.81,61.62,198.1,3.88,6.66,63.54,19.25,57.88,54.65,68.26,72.11,44.67,17.87
03-02-2020 11:51:12,121.1,59.87,197.52,3.96,6.78,63.35,19.31,57.78,54.43,68.1,72.07,44.6,19.62
03-02-2020 17:41:34,119.44,61.56,197.93,4.03,6.69,79.44,19.31,59.06,56.67,75.33,75.69,78.25,21.5
03-02-2020 23:51:58,119.56,60.18,195.25,3.96,6.61,66.94,19.37,59.16,56.3,75.31,75.58,78.21,19.62
04-02-2020 00:01:58,117.39,60.51,195.65,3.96,6.72,66.91,19.37,59.15,56.3,75.31,75.58,78.21,19.56
04-02-2020 05:52:21,118.83,61.62,195.76,3.88,6.62,66.04,19.31,58.68,55.87,75.36,75.62,78.22,17.81
04-02-2020 12:02:45,120.41,60.61,193.83,3.98,6.87,65.43,19.37,58.55,55.51,75.42,75.69,78.23,19.87
04-02-2020 18:03:07,121.57,62.62,196.39,4.03,6.59,64.99,19.31,58.89,55.4,75.42,75.76,78.23,22.37
04-02-2020 23:53:30,120.9,62.33,194.52,3.96,6.71,64.73,19.31,58.7,55.38,71.54,75.81,78.26,20.0
05-02-2020 00:03:31,119.49,61.12,193.69,3.96,6.61,64.73,19.31,58.68,55.37,71.51,75.82,78.26,19.87
05-02-2020 05:53:54,118.11,60.94,193.91,3.88,6.63,64.53,19.31,58.26,55.16,70.53,75.01,61.81,17.87
05-02-2020 11:54:16,115.83,60.63,192.48,3.98,6.81,64.28,19.37,58.06,54.89,69.97,73.51,45.77,19.25
05-02-2020 17:54:39,121.73,61.09,193.03,4.03,6.78,70.9,19.37,59.46,56.62,74.53,75.6,70.08,21.31
05-02-2020 23:55:03,119.12,61.19,196.14,3.96,6.87,66.8,19.37,59.04,56.19,74.54,75.62,69.48,19.06
06-02-2020 00:05:03,119.33,60.38,192.89,3.96,6.71,66.76,19.37,59.02,56.19,74.53,75.62,69.48,19.06
06-02-2020 06:05:27,120.2,59.37,193.77,3.88,6.87,65.92,19.37,58.54,55.81,74.56,75.69,69.33,16.93
06-02-2020 12:05:50,117.89,60.81,191.22,4.01,6.76,65.44,19.37,58.36,55.45,74.58,75.73,69.54,18.62
06-02-2020 17:56:12,119.48,60.67,190.47,4.03,6.69,65.05,19.31,58.58,55.31,71.39,75.75,69.37,20.37
06-02-2020 23:56:35,123.04,59.72,191.16,3.96,6.62,64.76,19.25,58.43,55.26,70.33,73.76,46.59,18.5
07-02-2020 00:06:36,120.76,60.32,189.03,3.96,6.83,64.76,19.25,58.43,55.26,70.32,73.73,46.47,18.43
07-02-2020 05:56:59,120.54,59.48,187.77,3.88,6.8,64.55,19.25,58.16,55.05,69.82,72.81,45.32,16.68
07-02-2020 11:47:21,117.63,60.91,190.79,3.95,6.87,64.32,19.25,58.13,54.79,69.43,72.48,45.12,18.56
07-02-2020 17:57:44,123.37,60.4,190.41,4.03,6.74,64.05,19.18,58.37,54.69,69.08,72.19,44.87,20.56
07-02-2020 23:58:08,117.87,60.39,190.24,3.96,6.77,63.88,19.12,58.19,54.66,68.79,72.04,44.71,18.68
08-02-2020 00:08:09,122.88,60.92,189.12,3.96,6.76,63.87,19.12,58.18,54.65,68.78,72.04,44.71,18.62
08-02-2020 07:58:46,116.83,62.41,190.85,3.86,6.73,63.67,19.12,57.71,54.41,68.43,71.98,44.58,16.37
08-02-2020 13:39:00,138.83,63.87,199.71,4.03,6.84,63.43,19.12,57.8,54.2,68.24,71.91,44.48,19.62
08-02-2020 19:09:21,138.87,64.41,198.99,4.03,6.78,63.2,19.06,57.98,54.15,68.04,71.83,44.35,20.37
08-02-2020 23:59:40,134.91,64.91,196.18,3.96,6.76,63.07,19.06,57.82,54.12,67.87,71.76,44.25,18.75
09-02-2020 00:09:41,136.46,63.63,199.08,3.96,6.66,63.07,19.06,57.82,54.12,67.87,71.76,44.24,18.68
09-02-2020 06:00:04,136.34,64.65,199.7,3.88,6.82,62.95,19.06,57.55,53.99,67.72,71.73,44.16,17.93
09-02-2020 11:50:27,134.06,64.98,198.54,3.85,6.73,62.79,19.06,57.45,53.84,67.58,71.69,44.07,18.18
09-02-2020 17:50:49,132.82,63.65,199.46,4.03,6.71,62.52,19.06,57.55,53.68,67.42,71.61,43.97,20.06
09-02-2020 23:51:13,132.84,66.59,200.54,3.96,6.8,62.35,19.0,57.48,53.65,67.28,71.53,43.84,18.5
10-02-2020 00:01:13,135.26,61.74,197.77,3.96,6.93,62.34,19.0,57.46,53.65,67.28,71.53,43.84,18.43
10-02-2020 06:01:37,134.1,62.74,198.99,3.88,6.91,62.22,19.0,57.07,53.51,67.16,71.5,43.73,16.75
10-02-2020 11:52:00,133.13,62.29,195.83,3.86,6.71,80.12,18.93,57.61,55.42,75.48,75.37,78.82,17.62
10-02-2020 17:52:22,135.1,64.69,198.37,4.03,6.69,66.53,18.87,58.11,55.09,75.42,75.23,78.76,19.68
10-02-2020 23:52:46,134.13,63.74,197.09,3.96,6.82,65.68,18.81,58.08,54.95,75.47,75.28,78.78,18.43
11-02-2020 00:02:46,131.81,62.63,196.53,3.96,6.72,65.66,18.81,58.08,54.94,75.46,75.26,78.78,18.43
11-02-2020 05:53:09,130.9,64.22,196.3,3.88,6.76,65.23,18.81,57.99,54.78,75.48,75.36,78.79,18.18
11-02-2020 11:53:33,133.14,63.05,196.1,3.86,6.54,64.86,18.81,57.88,54.62,75.53,75.44,78.81,18.37
11-02-2020 17:53:55,131.23,66.09,195.65,4.03,6.75,64.55,18.81,57.99,54.46,75.55,75.5,78.82,20.0
11-02-2020 23:54:18,131.93,62.77,195.98,3.96,6.82,64.31,18.81,57.9,54.41,71.51,75.56,78.83,18.75
12-02-2020 00:04:18,133.79,64.41,195.29,3.96,6.72,64.31,18.81,57.89,54.41,71.48,75.56,78.83,18.75
12-02-2020 05:54:41,131.86,62.18,194.02,3.88,6.73,64.12,18.81,57.85,54.31,70.61,75.6,78.85,18.37
12-02-2020 11:55:05,129.44,63.77,195.48,3.86,6.8,78.79,18.81,58.17,55.71,74.64,76.03,77.46,18.56
12-02-2020 17:55:27,130.59,62.71,194.25,3.99,6.76,67.15,18.75,58.74,55.79,74.54,75.87,76.93,20.93
12-02-2020 23:55:51,128.46,61.78,195.77,3.93,6.81,66.14,18.75,58.61,55.52,74.57,75.87,76.75,19.12
01-03-2020 00:02:10,135.49,65.66,185.5,3.89,6.83,66.66,18.18,58.5,55.93,74.87,75.62,76.57,18.25
01-03-2020 05:32:31,136.94,63.36,186.0,3.83,6.91,66.23,18.18,58.33,55.99,74.89,75.66,76.57,17.75
01-03-2020 11:42:55,135.55,62.88,185.47,3.79,6.78,65.91,18.18,58.2,55.65,72.53,75.71,76.58,17.68
01-03-2020 17:53:19,136.52,65.48,185.44,4.03,6.69,65.6,18.18,58.59,55.46,70.89,75.07,67.58,19.75
01-03-2020 23:53:42,137.29,63.83,184.2,3.96,6.89,65.37,18.18,58.59,55.46,70.23,73.3,46.93,18.43
02-03-2020 00:03:43,135.55,65.04,185.59,3.96,6.91,65.37,18.12,58.6,55.46,70.22,73.28,46.84,18.37
02-03-2020 05:54:05,136.64,64.7,186.21,3.88,6.76,65.23,18.18,58.39,55.26,69.8,72.53,45.76,17.93
02-03-2020 11:44:28,134.31,63.1,184.35,3.85,6.74,65.06,18.18,58.28,55.11,69.53,72.32,45.55,17.87
02-03-2020 17:44:51,134.65,62.4,185.4,4.03,6.87,64.83,18.18,58.31,55.0,69.26,72.18,45.4,19.12
02-03-2020 23:55:15,133.81,65.89,187.22,3.96,6.77,64.68,18.18,58.19,54.87,69.03,72.07,45.26,17.93
03-03-2020 00:05:15,136.06,64.75,184.15,3.95,6.89,64.67,18.18,58.18,54.86,69.03,72.06,45.26,17.93
03-03-2020 05:55:38,135.01,65.54,184.77,3.88,6.92,64.55,18.18,58.02,54.75,68.83,72.01,45.16,17.43
03-03-2020 11:56:03,133.53,63.79,184.1,3.85,6.81,64.39,18.18,57.89,54.6,68.67,71.98,45.09,17.43
03-03-2020 17:46:23,134.42,65.26,184.67,3.99,6.9,64.16,18.18,57.99,54.45,68.51,71.89,45.0,19.37
03-03-2020 23:56:47,135.66,65.71,181.63,3.91,6.9,64.01,18.12,57.91,54.4,68.33,71.83,44.9,18.37
04-03-2020 00:16:48,133.94,63.62,182.07,3.91,6.87,64.01,18.12,57.91,54.4,68.33,71.83,44.9,18.31
04-03-2020 06:17:11,132.51,63.56,183.08,3.83,6.64,63.88,18.18,57.8,54.31,68.19,71.8,44.84,17.87
04-03-2020 12:17:35,134.0,63.91,183.64,3.94,6.78,63.72,18.12,57.71,54.16,68.07,71.76,44.76,18.37
04-03-2020 18:07:57,130.75,63.74,182.61,4.03,6.77,63.47,18.12,57.86,54.04,67.92,71.69,44.68,19.87
04-03-2020 23:58:20,134.79,60.96,180.43,3.96,6.75,63.33,18.12,57.7,54.0,67.78,71.65,44.6,18.25
05-03-2020 00:08:20,132.9,62.73,181.04,3.95,6.67,63.33,18.12,57.7,53.99,67.78,71.65,44.6,18.25
05-03-2020 05:58:43,132.74,64.0,180.87,3.88,6.71,63.21,18.18,57.5,53.87,67.68,71.62,44.53,17.62
05-03-2020 12:09:07,134.69,63.99,181.85,3.96,6.88,75.54,18.18,57.68,54.77,75.44,75.53,77.78,18.56
05-03-2020 17:59:29,131.26,63.92,180.4,4.03,6.83,66.71,18.18,58.32,55.04,75.43,75.42,77.75,20.25
05-03-2020 23:59:53,136.12,63.31,180.22,3.95,6.76,66.16,18.18,58.2,55.03,75.47,75.47,77.75,18.37
06-03-2020 00:09:54,132.39,61.46,181.83,3.95,6.78,66.15,18.18,58.18,55.03,75.47,75.48,77.76,18.31
06-03-2020 06:10:17,132.24,63.7,181.92,3.87,6.88,65.83,18.18,58.08,55.05,75.49,75.5,77.75,18.0
06-03-2020 11:50:39,134.44,63.77,179.94,3.84,6.71,65.57,18.25,57.99,54.94,75.54,75.55,77.76,18.06
06-03-2020 17:51:02,133.9,62.56,180.58,3.95,6.71,65.25,18.25,58.21,54.81,72.26,75.6,77.76,20.12
06-03-2020 23:51:25,136.43,63.86,177.87,3.88,6.92,65.05,18.25,58.04,54.79,70.98,75.62,77.76,18.31
07-03-2020 00:01:26,132.35,63.73,179.87,3.88,6.76,65.05,18.25,58.03,54.79,70.96,75.62,77.75,18.25
07-03-2020 05:41:48,132.4,62.87,180.7,3.81,6.99,64.86,18.25,57.73,54.64,70.46,75.16,55.52,17.31
07-03-2020 11:32:11,130.27,63.28,179.84,3.87,6.95,64.66,18.25,57.65,54.47,70.18,73.78,46.35,18.12
07-03-2020 18:02:36,131.9,64.25,179.12,4.03,6.58,69.58,18.25,58.71,55.92,74.56,75.57,76.43,20.18
07-03-2020 23:52:59,131.22,63.64,178.49,3.96,6.53,66.99,18.31,58.54,55.8,74.57,75.48,76.41,18.37
08-03-2020 00:02:59,131.54,62.32,178.11,3.95,6.67,66.97,18.31,58.54,55.79,74.57,75.48,76.41,18.31
08-03-2020 05:43:22,129.52,64.91,178.37,3.88,6.81,66.47,18.31,58.3,55.58,74.6,75.61,76.42,17.75
08-03-2020 11:53:45,134.55,64.45,176.71,3.9,6.76,66.1,18.31,58.23,55.33,74.62,75.62,76.41,18.62
08-03-2020 17:44:08,129.83,62.36,179.84,4.03,6.67,65.76,18.31,58.45,55.19,74.65,75.61,76.4,20.25
08-03-2020 23:54:32,127.68,62.43,178.54,3.96,6.63,65.51,18.31,58.28,55.14,71.01,75.62,76.4,18.43
09-03-2020 00:04:32,130.03,62.5,177.6,3.95,6.87,65.5,18.31,58.28,55.13,70.98,75.62,76.4,18.37
09-03-2020 05:54:55,130.82,63.75,176.86,3.88,6.82,65.31,18.31,57.99,54.94,70.5,74.57,47.73,17.43
09-03-2020 11:55:19,129.91,63.81,177.27,3.9,6.79,65.08,18.31,57.88,54.73,70.15,73.08,45.54,18.43
09-03-2020 17:45:42,133.14,63.68,178.01,4.03,6.78,64.82,18.31,58.09,54.62,69.76,72.28,45.15,20.06
09-03-2020 23:56:05,131.21,63.79,177.98,3.95,6.74,64.65,18.31,57.9,54.57,69.49,72.0,44.94,18.37
10-03-2020 00:06:06,131.34,61.66,175.77,3.95,6.98,64.65,18.31,57.9,54.57,69.48,71.99,44.94,18.31
10-03-2020 06:16:30,132.11,62.39,175.55,3.87,6.76,64.48,18.31,57.7,54.4,69.19,71.87,44.81,17.87
10-03-2020 12:16:53,131.56,60.95,178.53,3.88,6.87,64.29,18.31,57.56,54.2,68.97,71.8,44.71,18.0
10-03-2020 18:07:15,132.49,63.82,177.31,4.03,6.72,64.01,18.31,57.69,54.05,68.74,71.69,44.61,20.06
10-03-2020 23:57:38,129.28,63.98,176.58,3.95,6.7,63.83,18.31,57.52,54.01,68.53,71.62,44.5,18.5
11-03-2020 00:07:39,130.08,64.04,175.47,3.95,6.76,63.82,18.31,57.52,54.01,68.51,71.62,44.5,18.43
11-03-2020 06:08:03,131.8,62.45,176.4,3.87,6.76,63.67,18.31,57.26,53.87,68.32,71.58,44.41,17.56
11-03-2020 12:08:26,126.94,63.19,173.86,3.89,6.79,63.46,18.37,57.13,53.72,68.12,71.55,44.34,18.0
11-03-2020 18:08:49,128.58,63.2,176.56,3.99,6.88,74.31,18.37,57.68,54.47,75.36,75.25,77.99,20.18
11-03-2020 23:59:12,131.31,64.36,174.7,3.92,6.81,66.75,18.43,57.72,54.78,75.35,75.22,77.97,18.43
12-03-2020 00:09:12,129.71,60.73,175.35,3.92,6.87,66.73,18.43,57.72,54.78,75.35,75.22,77.98,18.43
12-03-2020 05:09:32,131.73,63.48,174.98,3.86,6.93,66.26,18.37,57.61,54.66,75.39,75.25,77.99,18.06
12-03-2020 11:39:58,131.45,62.32,173.95,3.81,6.59,65.8,18.37,57.54,54.52,75.46,75.32,78.0,18.0
12-03-2020 18:00:21,128.36,62.28,173.68,3.97,6.7,65.41,18.37,57.72,54.39,75.49,75.39,78.0,20.0
12-03-2020 23:50:44,130.7,63.28,174.97,3.9,6.64,65.17,18.37,57.6,54.36,72.75,75.4,78.0,18.43
01-04-2020 00:00:09,124.63,62.68,171.14,3.95,6.81,65.53,17.62,57.96,54.69,70.72,74.93,57.76,16.56
01-04-2020 05:50:32,123.27,59.39,171.47,3.87,6.7,65.33,17.62,57.65,54.52,70.33,73.43,46.62,15.25
01-04-2020 11:40:54,122.55,62.04,171.59,3.89,6.52,65.12,17.62,57.42,54.3,69.99,72.46,45.13,15.68
01-04-2020 17:41:17,124.16,61.29,170.56,4.03,6.61,64.83,17.56,57.7,54.14,69.72,71.98,44.83,17.87
01-04-2020 23:51:41,127.49,60.76,171.66,3.95,6.69,64.62,17.5,57.55,54.09,69.43,71.81,44.64,16.18
02-04-2020 00:01:42,124.39,58.75,172.94,3.95,6.78,64.61,17.56,57.55,54.09,69.42,71.81,44.63,16.12
02-04-2020 05:52:04,126.16,61.2,169.8,3.88,6.76,64.44,17.5,57.36,53.92,69.14,71.72,44.52,14.75
02-04-2020 11:52:28,124.64,60.31,170.26,3.89,6.66,78.82,17.43,57.15,54.0,74.91,75.33,76.19,15.62
02-04-2020 17:42:50,126.01,60.93,170.58,4.03,6.56,67.14,17.37,58.11,54.73,74.83,75.15,76.08,18.0
02-04-2020 23:53:14,121.91,59.18,171.71,3.95,6.49,66.51,17.37,58.18,54.69,74.86,75.17,76.06,16.25
03-04-2020 00:03:15,124.0,60.04,169.14,3.95,6.6,66.51,17.37,58.17,54.69,74.86,75.17,76.07,16.25
03-04-2020 05:53:38,125.99,60.53,169.18,3.87,6.62,66.22,17.37,58.38,54.55,74.86,75.19,76.04,16.06
03-04-2020 11:44:01,124.27,62.07,167.89,3.84,6.73,65.96,17.31,57.69,54.42,72.76,75.25,76.05,16.31
03-04-2020 17:44:23,124.33,60.16,180.77,4.03,6.67,65.65,17.31,57.89,54.29,71.32,75.28,76.01,18.06
03-04-2020 23:54:47,123.77,58.59,181.81,3.95,6.79,65.42,17.31,57.74,54.24,70.61,74.26,51.05,16.31
04-04-2020 00:04:48,126.09,60.88,182.09,3.95,6.77,65.42,17.31,57.73,54.24,70.6,74.22,50.18,16.25
04-04-2020 06:15:12,124.75,62.13,181.27,3.87,6.69,65.23,17.31,57.54,54.08,70.18,72.68,45.87,15.12
04-04-2020 12:25:36,124.32,60.23,180.14,3.84,6.73,78.51,17.25,59.6,57.23,74.58,75.43,75.78,15.75
04-04-2020 18:36:01,125.2,59.75,181.36,3.95,6.77,67.39,17.25,59.0,57.13,74.51,75.28,75.87,17.18
04-04-2020 23:56:25,125.07,60.85,180.74,3.86,6.6,66.75,17.18,58.6,56.6,74.56,75.26,75.85,15.68
05-04-2020 00:06:26,124.46,59.02,178.43,3.86,6.95,66.75,17.18,58.6,56.59,74.56,75.28,75.83,15.68
05-04-2020 05:56:49,126.42,60.63,179.07,3.8,6.7,66.44,17.18,58.33,56.72,74.57,75.33,75.92,15.62
05-04-2020 11:47:12,123.97,60.3,181.82,3.78,6.66,66.18,17.18,58.22,56.53,72.05,75.36,75.92,15.93
05-04-2020 17:37:34,124.43,60.18,180.44,4.02,6.69,65.91,17.12,58.34,56.39,70.81,74.92,64.79,17.0
05-04-2020 23:57:59,123.0,60.21,178.51,3.93,6.62,65.72,17.12,58.04,56.26,70.25,73.03,46.68,15.18
06-04-2020 00:08:00,124.15,59.7,180.69,3.93,6.61,65.71,17.12,58.03,56.25,70.25,72.97,46.6,15.18
06-04-2020 05:58:23,126.24,59.85,180.86,3.86,6.58,65.54,17.06,57.7,56.04,69.98,72.33,45.35,13.87
06-04-2020 11:58:46,122.85,59.59,179.19,4.02,6.66,65.32,17.06,57.59,55.78,69.76,72.05,45.1,15.5
06-04-2020 17:59:09,122.08,60.63,180.19,4.03,6.54,65.05,17.0,57.81,55.67,69.53,71.83,44.89,16.68
06-04-2020 23:59:32,125.25,60.41,175.45,3.93,6.54,64.87,17.0,57.66,55.58,69.23,71.71,44.74,14.93
07-04-2020 00:09:33,123.48,59.82,180.26,3.93,6.61,64.87,16.93,57.66,55.58,69.21,71.71,44.74,14.93
07-04-2020 05:59:56,123.82,60.86,180.34,3.86,6.64,64.72,16.93,57.31,55.38,69.01,71.66,44.64,13.62
07-04-2020 12:00:18,123.57,60.8,177.81,4.02,6.54,64.51,16.93,57.18,55.14,68.82,71.58,44.56,15.18
07-04-2020 18:04:59,123.71,62.13,179.16,4.02,6.44,64.19,16.87,57.47,55.02,68.54,71.49,44.44,16.62
07-04-2020 23:55:21,124.83,61.2,178.34,3.93,6.61,64.03,16.81,57.29,55.03,68.33,71.43,44.34,15.06
08-04-2020 00:05:22,122.23,60.22,178.46,3.93,6.54,64.03,16.81,57.28,55.04,68.33,71.43,44.34,15.0
08-04-2020 05:45:44,121.92,59.12,178.0,3.86,6.67,63.87,16.75,57.06,55.28,68.16,71.39,44.27,14.37
08-04-2020 11:26:07,123.5,60.47,176.91,3.83,6.62,63.71,16.75,57.01,54.91,68.01,71.36,44.2,15.0
08-04-2020 17:06:29,120.93,58.94,180.17,3.81,6.55,73.31,16.68,57.13,55.15,74.85,74.99,76.9,16.12
08-04-2020 23:37:10,121.22,60.87,177.79,3.74,6.57,66.67,16.68,57.38,55.5,74.81,74.83,76.82,15.93
09-04-2020 00:07:10,126.03,59.83,178.09,3.74,6.5,66.62,16.68,57.37,55.51,74.81,74.82,76.82,15.93
09-04-2020 10:07:12,124.31,61.42,176.75,3.61,6.67,65.94,16.62,57.36,55.48,74.83,74.81,76.79,15.93
09-04-2020 13:57:28,123.1,58.98,176.62,3.61,6.48,65.78,16.62,57.44,55.41,74.85,74.83,76.76,16.68
09-04-2020 17:47:43,124.94,60.05,177.98,3.58,6.64,65.62,16.62,58.11,55.39,71.9,74.83,76.76,16.68
09-04-2020 23:58:14,121.48,60.31,177.98,3.53,6.6,65.39,16.62,57.52,55.35,70.83,74.85,76.74,16.12
10-04-2020 00:28:14,122.51,59.42,178.22,3.53,6.53,65.37,16.62,57.51,55.34,70.78,74.85,76.74,16.12
