FechaHora,Nitrogeno,Fosforo,Potasio,Conductividad_Electrica,pH,Humedad,Temperatura
11-01-2023,157.1,68.3,232.99,0.83,6.71,81.79,22.66
12-01-2023,154.94,67.32,232.87,1.52,6.37,77.07,25.31
12-01-2023,154.28,68.19,232.29,1.14,6.47,75.93,23.92
12-01-2023,151.07,66.31,234.26,0.87,6.63,64.32,25.92
13-01-2023,151.63,68.28,233.55,1.05,6.65,70.93,23.12
13-01-2023,152.55,67.23,233.19,0.96,6.47,68.5,23.87
13-01-2023,152.85,67.68,230.96,0.59,6.51,78.36,22.02
14-01-2023,151.76,68.94,233.14,0.88,6.62,69.6,25.71
14-01-2023,150.12,67.61,232.58,1.31,6.65,74.11,19.75
14-01-2023,149.35,66.81,230.39,0.87,6.55,70.9,22.42
15-01-2023,149.58,68.45,231.87,1.26,6.72,72.93,23.89
15-01-2023,148.91,67.29,229.97,1.28,6.52,70.64,19.99
15-01-2023,149.93,68.54,228.07,1.31,6.59,72.86,22.87
16-01-2023,147.42,66.43,227.63,1.17,6.51,77.46,23.42
16-01-2023,144.34,66.83,229.79,0.94,6.55,75.92,28.18
16-01-2023,144.13,66.05,228.37,0.92,6.58,63.76,25.28
17-01-2023,147.51,65.64,228.93,1.14,6.63,67.3,21.5
17-01-2023,143.0,67.14,227.43,1.4,6.66,75.53,29.12
17-01-2023,145.23,66.24,227.39,1.31,6.53,70.75,19.83
18-01-2023,143.11,66.03,228.85,0.94,6.61,80.95,24.53
18-01-2023,142.51,66.9,227.78,0.87,6.82,71.92,28.37
18-01-2023,141.93,65.59,225.34,1.14,6.76,67.89,23.53
19-01-2023,143.43,66.54,225.59,1.23,6.58,74.78,20.73
19-01-2023,140.62,66.02,225.17,1.3,6.69,70.45,24.74
19-01-2023,140.1,68.44,225.18,1.13,6.77,69.47,25.16
20-01-2023,137.14,65.54,224.08,1.14,6.8,71.12,23.19
20-01-2023,139.01,64.94,223.05,0.89,6.72,77.53,25.82
20-01-2023,138.88,65.72,223.06,1.51,6.61,74.73,25.48
21-01-2023,137.8,66.38,222.11,1.15,6.63,77.6,23.9
21-01-2023,138.93,65.24,223.96,1.39,6.58,68.29,25.57
21-01-2023,136.27,65.52,222.98,1.14,6.51,78.36,25.53
22-01-2023,136.05,64.71,220.9,1.28,6.61,73.23,24.85
22-01-2023,137.62,65.1,221.12,1.22,6.78,70.51,22.42
22-01-2023,132.1,66.31,219.97,1.34,6.61,66.69,21.45
23-01-2023,133.09,66.78,221.18,1.07,6.57,79.64,22.86
23-01-2023,135.45,66.2,220.65,1.23,6.7,74.44,26.23
23-01-2023,133.95,66.73,219.72,1.14,6.46,76.04,26.02
24-01-2023,132.99,65.59,219.62,1.13,6.74,67.55,24.95
24-01-2023,132.52,66.31,218.91,1.42,6.48,74.11,24.99
24-01-2023,130.96,66.0,218.89,1.29,6.64,69.14,26.71
25-01-2023,132.2,65.49,217.71,0.97,6.68,76.09,23.58
25-01-2023,129.46,62.88,216.91,1.18,6.57,73.19,24.93
25-01-2023,128.72,65.2,215.82,1.13,6.67,61.25,26.99
26-01-2023,127.85,66.27,214.27,1.23,6.66,65.91,23.32
26-01-2023,127.3,64.39,215.6,0.98,6.84,74.05,25.57
26-01-2023,124.69,67.08,214.33,1.41,6.6,74.5,26.53
27-01-2023,126.97,65.98,214.73,1.25,6.47,72.32,24.59
27-01-2023,124.96,66.65,215.51,0.99,6.6,70.79,22.17
27-01-2023,127.18,66.85,214.01,1.11,6.73,74.04,23.09
28-01-2023,123.8,62.73,212.93,1.71,6.7,69.39,24.5
28-01-2023,123.72,65.87,212.01,1.63,6.65,74.77,24.82
28-01-2023,122.7,65.06,210.95,1.29,6.62,79.77,25.78
29-01-2023,120.9,65.98,213.35,1.44,6.72,72.56,24.44
29-01-2023,122.42,65.68,209.54,1.51,6.73,71.58,23.41
29-01-2023,122.86,64.01,209.92,0.96,6.54,75.92,29.47
30-01-2023,119.98,63.53,207.92,1.37,6.71,84.97,26.59
30-01-2023,119.55,63.46,209.56,1.2,6.57,68.26,25.8
30-01-2023,119.47,64.61,208.93,1.25,6.68,81.91,25.8
31-01-2023,117.16,63.4,208.35,1.17,6.62,78.6,23.48
31-01-2023,119.73,63.3,208.3,0.97,6.69,81.16,20.9
31-01-2023,120.38,63.64,207.14,1.26,6.74,81.87,24.11
01-02-2023,138.0,64.6,217.86,0.91,6.64,74.69,24.55
01-02-2023,137.19,63.37,220.46,1.13,6.96,77.8,24.56
01-02-2023,134.53,65.24,217.9,1.49,6.51,74.75,26.72
02-02-2023,134.1,63.26,218.82,1.42,6.69,66.08,21.69
02-02-2023,135.64,65.49,216.66,1.16,6.77,72.57,25.51
02-02-2023,132.93,62.94,218.94,1.54,6.65,78.46,23.42
03-02-2023,131.86,63.75,218.47,1.15,6.59,79.51,27.17
03-02-2023,134.11,64.01,216.75,1.09,6.67,72.75,25.06
03-02-2023,132.8,62.83,215.0,1.73,6.66,69.27,28.71
04-02-2023,130.87,63.03,215.9,1.41,6.49,79.25,24.99
04-02-2023,129.53,64.0,215.43,1.41,6.9,81.21,27.21
04-02-2023,126.74,63.19,215.24,1.46,6.83,76.43,23.9
05-02-2023,130.21,63.04,213.61,1.39,6.49,76.76,26.68
05-02-2023,127.21,63.15,212.48,1.14,6.48,75.25,27.51
05-02-2023,125.1,63.73,213.87,1.15,6.55,71.91,22.98
06-02-2023,129.94,62.63,213.24,1.36,6.67,74.49,23.55
06-02-2023,127.76,65.22,212.92,1.39,6.72,77.84,25.6
06-02-2023,124.36,61.47,213.73,1.48,6.68,70.78,23.44
07-02-2023,123.48,63.44,210.8,1.28,6.83,83.39,24.2
07-02-2023,125.94,63.19,213.06,1.67,6.66,75.2,23.75
07-02-2023,122.86,62.93,210.88,1.04,6.7,63.43,22.41
08-02-2023,125.35,61.78,210.78,1.69,6.76,80.28,24.97
08-02-2023,123.8,63.85,209.97,1.59,6.7,69.98,25.35
08-02-2023,123.03,61.4,210.53,1.37,6.54,71.4,23.51
09-02-2023,122.17,63.64,208.07,1.37,6.72,72.93,24.92
09-02-2023,121.31,62.95,209.14,1.26,6.78,75.24,22.23
09-02-2023,121.71,62.45,208.82,1.15,6.57,76.75,23.26
10-02-2023,119.32,61.62,210.2,1.23,6.75,68.63,23.44
10-02-2023,120.13,62.15,208.72,1.4,6.84,76.32,24.59
10-02-2023,121.13,60.39,208.86,1.77,6.61,76.94,24.01
11-02-2023,120.84,63.45,207.85,1.5,6.64,68.38,25.7
11-02-2023,118.21,62.9,206.4,1.04,6.58,73.27,23.19
11-02-2023,119.25,63.24,208.09,1.13,6.77,82.13,26.83
12-02-2023,120.38,61.4,205.86,1.52,6.7,77.51,24.35
12-02-2023,119.39,61.98,205.72,1.34,6.7,83.73,29.0
12-02-2023,122.66,63.17,206.09,1.13,6.79,80.04,25.14
13-02-2023,119.41,62.75,206.59,1.15,6.8,80.66,26.28
13-02-2023,119.76,63.62,204.97,1.1,6.69,66.48,25.59
13-02-2023,121.15,62.87,206.43,1.69,6.73,81.15,24.5
14-02-2023,120.5,62.73,203.85,1.33,6.78,74.94,23.72
14-02-2023,119.78,62.47,204.79,1.34,6.72,76.09,23.91
14-02-2023,118.87,63.75,203.87,1.28,6.68,77.03,26.9
15-02-2023,120.45,61.73,205.09,1.23,6.56,77.24,25.54
15-02-2023,121.56,61.5,203.28,1.05,6.42,81.44,25.31
15-02-2023,120.72,62.14,200.64,1.42,6.78,77.55,25.07
16-02-2023,118.83,62.06,203.26,1.62,6.73,87.05,25.06
16-02-2023,122.61,61.79,201.75,1.29,6.77,78.2,23.66
16-02-2023,117.83,62.91,200.85,1.43,6.73,77.45,26.59
17-02-2023,117.63,62.35,202.31,1.59,6.55,86.27,29.89
17-02-2023,121.44,61.36,200.35,1.53,6.87,74.63,27.61
17-02-2023,120.34,64.1,200.93,1.21,6.93,71.4,22.04
18-02-2023,119.18,61.2,199.08,1.3,6.61,88.98,25.76
18-02-2023,118.35,62.35,198.73,1.4,6.69,75.55,26.73
18-02-2023,123.48,60.79,201.13,1.71,6.49,77.26,25.65
19-02-2023,120.18,61.06,198.1,1.62,6.64,86.08,28.33
19-02-2023,120.8,61.21,197.99,1.35,6.77,77.4,25.35
19-02-2023,120.48,63.47,196.57,1.0,6.79,72.14,24.11
20-02-2023,120.65,61.58,199.75,1.37,6.68,69.7,29.26
20-02-2023,120.81,61.62,198.1,1.21,6.66,76.92,26.19
20-02-2023,121.1,59.87,197.52,1.57,6.78,84.4,25.48
21-02-2023,119.44,61.56,197.93,1.21,6.69,76.93,23.68
21-02-2023,119.56,60.18,195.25,1.25,6.61,71.87,27.81
21-02-2023,117.39,60.51,195.65,1.4,6.72,74.2,28.75
22-02-2023,118.83,61.62,195.76,1.37,6.62,76.69,25.41
22-02-2023,120.41,60.61,193.83,1.22,6.87,79.61,24.68
22-02-2023,121.57,62.62,196.39,1.7,6.59,77.3,25.15
23-02-2023,120.9,62.33,194.52,1.18,6.71,73.28,23.24
23-02-2023,119.49,61.12,193.69,0.78,6.61,78.79,28.62
23-02-2023,118.11,60.94,193.91,1.05,6.63,74.75,26.0
24-02-2023,115.83,60.63,192.48,1.44,6.81,75.2,26.01
24-02-2023,121.73,61.09,193.03,1.39,6.78,78.58,29.09
24-02-2023,119.12,61.19,196.14,1.07,6.87,77.67,24.5
25-02-2023,119.33,60.38,192.89,1.03,6.71,75.59,25.26
25-02-2023,120.2,59.37,193.77,1.41,6.87,71.97,25.85
25-02-2023,117.89,60.81,191.22,1.7,6.76,72.04,28.12
26-02-2023,119.48,60.67,190.47,1.5,6.69,77.01,29.14
26-02-2023,123.04,59.72,191.16,1.25,6.62,78.01,27.96
26-02-2023,120.76,60.32,189.03,1.5,6.83,80.02,27.6
27-02-2023,120.54,59.48,187.77,1.25,6.8,74.36,27.26
27-02-2023,117.63,60.91,190.79,0.96,6.87,78.76,20.57
27-02-2023,123.37,60.4,190.41,1.48,6.74,73.55,25.4
28-02-2023,117.87,60.39,190.24,1.47,6.77,73.93,24.78
28-02-2023,122.88,60.92,189.12,1.61,6.76,82.22,28.82
28-02-2023,116.83,62.41,190.85,1.57,6.73,80.94,25.13
01-03-2023,138.83,63.87,199.71,1.42,6.84,76.7,30.39
01-03-2023,138.87,64.41,198.99,1.58,6.78,83.16,25.53
01-03-2023,134.91,64.91,196.18,1.26,6.76,84.48,24.49
02-03-2023,136.46,63.63,199.08,1.15,6.66,73.04,29.19
02-03-2023,136.34,64.65,199.7,1.07,6.82,81.69,26.66
02-03-2023,134.06,64.98,198.54,1.29,6.73,85.59,26.89
03-03-2023,132.82,63.65,199.46,1.56,6.71,77.42,28.52
03-03-2023,132.84,66.59,200.54,1.61,6.8,74.93,25.95
03-03-2023,135.26,61.74,197.77,1.27,6.93,74.06,25.01
04-03-2023,134.1,62.74,198.99,1.53,6.91,83.46,27.99
04-03-2023,133.13,62.29,195.83,1.56,6.71,81.52,25.71
04-03-2023,135.1,64.69,198.37,1.62,6.69,83.62,25.46
05-03-2023,134.13,63.74,197.09,1.52,6.82,74.1,25.04
05-03-2023,131.81,62.63,196.53,1.25,6.72,76.38,26.34
05-03-2023,130.9,64.22,196.3,1.42,6.76,76.88,25.21
06-03-2023,133.14,63.05,196.1,1.24,6.54,81.88,28.2
06-03-2023,131.23,66.09,195.65,1.2,6.75,79.0,26.18
06-03-2023,131.93,62.77,195.98,1.74,6.82,74.54,27.14
07-03-2023,133.79,64.41,195.29,1.58,6.72,79.25,23.77
07-03-2023,131.86,62.18,194.02,1.46,6.73,78.13,28.13
07-03-2023,129.44,63.77,195.48,1.27,6.8,80.45,27.85
08-03-2023,130.59,62.71,194.25,1.35,6.76,74.22,28.09
08-03-2023,128.46,61.78,195.77,1.45,6.81,86.04,29.56
08-03-2023,131.88,60.96,194.42,1.64,6.76,76.08,27.32
09-03-2023,128.33,62.79,194.32,1.58,6.77,78.02,27.88
09-03-2023,129.17,64.08,191.81,1.46,6.72,88.83,27.29
09-03-2023,128.92,63.06,192.43,1.63,6.87,74.73,25.63
10-03-2023,128.33,61.5,194.46,1.33,6.85,79.31,26.34
10-03-2023,124.79,64.45,192.48,1.83,6.79,85.74,26.35
10-03-2023,125.33,63.38,192.49,1.58,6.86,86.12,28.64
11-03-2023,126.5,63.73,192.5,1.0,6.78,82.02,24.93
11-03-2023,127.38,63.35,194.01,1.35,6.76,74.05,23.06
11-03-2023,126.35,65.52,192.71,1.4,6.91,68.47,28.63
12-03-2023,124.8,63.02,193.49,1.81,6.77,85.94,28.28
12-03-2023,123.83,61.96,191.62,1.46,6.89,74.85,25.75
12-03-2023,124.9,63.91,191.88,1.47,6.86,72.38,23.86
13-03-2023,124.43,60.46,190.18,1.67,6.82,89.62,24.46
13-03-2023,125.6,63.02,192.46,1.71,6.85,69.31,28.49
13-03-2023,124.08,62.28,191.06,1.06,6.75,79.4,26.87
14-03-2023,125.17,63.99,190.75,1.59,6.82,71.35,29.18
14-03-2023,123.05,62.67,190.8,1.21,6.82,81.69,25.41
14-03-2023,123.21,61.8,191.77,1.45,6.77,79.73,26.07
15-03-2023,122.6,62.72,189.75,1.41,6.82,84.08,25.75
15-03-2023,121.62,61.17,191.46,1.66,6.62,79.3,27.42
15-03-2023,123.47,64.46,188.55,2.07,6.8,79.69,29.06
16-03-2023,121.01,62.25,189.69,1.16,6.76,76.78,28.28
16-03-2023,121.15,63.17,191.13,1.58,6.69,78.78,30.37
16-03-2023,121.47,61.75,188.25,1.73,6.71,83.55,26.65
17-03-2023,119.4,62.85,188.82,1.44,6.62,67.9,29.3
17-03-2023,120.53,62.26,189.26,1.35,6.77,75.16,26.96
17-03-2023,119.62,64.34,187.88,1.84,6.88,76.48,23.13
18-03-2023,119.76,60.75,186.13,1.41,6.69,87.1,30.76
18-03-2023,119.97,61.84,186.31,1.41,6.67,76.0,26.36
18-03-2023,118.8,61.7,187.75,1.5,6.92,79.78,26.53
19-03-2023,119.67,60.9,187.9,1.39,6.63,81.16,27.9
19-03-2023,121.96,62.02,187.53,1.61,6.81,88.76,23.04
19-03-2023,119.96,63.02,187.7,1.26,6.86,73.64,28.73
20-03-2023,121.72,61.32,186.39,1.34,6.8,72.37,28.56
20-03-2023,120.52,62.04,186.32,1.41,6.73,77.12,27.12
20-03-2023,121.16,62.5,184.27,1.64,6.9,89.95,27.89
21-03-2023,118.84,62.57,186.0,1.62,6.57,82.07,26.49
21-03-2023,120.16,61.42,186.1,1.78,6.79,80.06,28.43
21-03-2023,120.2,59.4,184.58,1.43,6.78,80.75,28.72
22-03-2023,119.08,61.44,185.63,1.56,6.8,75.75,27.3
22-03-2023,118.77,64.05,182.81,1.74,6.72,74.42,29.66
22-03-2023,117.76,60.86,185.27,1.5,6.67,83.26,24.94
23-03-2023,122.24,60.71,184.6,1.66,6.65,86.93,24.95
23-03-2023,118.54,62.0,186.33,1.27,6.81,82.08,21.97
23-03-2023,122.02,61.77,185.35,1.66,6.81,79.48,28.47
24-03-2023,119.3,61.0,185.24,1.54,6.74,74.42,26.77
24-03-2023,118.71,61.67,184.38,1.4,6.72,77.7,25.23
24-03-2023,120.93,61.49,183.99,1.27,6.7,88.26,28.22
25-03-2023,119.05,62.02,181.89,1.49,6.79,65.28,26.46
25-03-2023,120.85,62.06,182.52,1.6,6.64,88.32,27.42
25-03-2023,119.5,60.43,184.53,1.55,6.71,79.18,28.7
26-03-2023,120.72,62.27,180.83,1.48,6.71,78.08,28.31
26-03-2023,118.55,61.28,181.69,1.71,6.87,80.62,30.22
26-03-2023,121.25,60.81,180.41,1.71,6.92,78.84,28.47
27-03-2023,120.73,62.55,183.18,1.33,6.98,67.44,25.4
27-03-2023,118.62,61.38,180.85,1.46,6.93,76.93,25.36
27-03-2023,123.96,61.01,182.86,1.42,6.78,83.59,24.23
28-03-2023,120.81,61.07,180.53,1.53,6.79,85.99,26.17
28-03-2023,123.44,61.87,180.23,1.49,6.65,74.78,29.04
28-03-2023,122.4,61.47,181.85,1.64,6.62,78.74,23.95
29-03-2023,119.72,61.95,181.22,1.29,6.84,73.03,26.02
29-03-2023,119.38,59.29,177.06,1.56,6.97,79.59,28.22
29-03-2023,119.39,62.37,180.08,2.09,6.97,84.88,28.63
30-03-2023,117.25,61.06,179.97,1.11,6.67,78.95,27.25
30-03-2023,118.96,61.7,179.4,1.47,6.82,77.51,28.14
30-03-2023,120.37,62.56,178.29,1.26,6.71,71.63,31.21
31-03-2023,122.29,62.51,178.8,1.54,6.81,81.07,28.79
31-03-2023,118.84,59.6,178.05,1.69,6.77,76.63,25.42
31-03-2023,121.32,62.07,178.49,1.56,6.81,78.91,24.2
01-04-2023,135.03,65.02,189.02,1.79,6.74,75.5,27.65
01-04-2023,135.92,65.79,188.36,1.61,6.71,73.76,28.59
01-04-2023,136.08,63.02,189.01,1.76,6.88,79.11,26.17
02-04-2023,137.19,63.61,189.45,1.53,6.74,76.7,28.42
02-04-2023,137.22,64.89,188.68,1.31,6.76,85.99,26.92
02-04-2023,137.9,63.64,187.64,1.57,6.78,72.03,23.59
03-04-2023,137.52,64.14,188.3,1.53,6.67,76.04,28.17
03-04-2023,136.63,66.01,188.95,1.54,6.76,76.89,24.98
03-04-2023,136.76,66.84,189.31,1.67,6.73,71.7,28.45
04-04-2023,138.5,64.27,188.65,1.36,6.74,82.17,28.89
04-04-2023,135.22,65.44,187.78,1.52,6.8,67.12,28.01
04-04-2023,137.06,64.58,185.93,1.35,6.61,76.87,30.29
05-04-2023,133.07,65.36,185.39,1.67,6.85,81.67,28.02
05-04-2023,136.32,64.91,186.4,1.37,6.75,85.35,27.64
05-04-2023,134.86,63.03,185.02,1.57,6.85,72.56,28.02
06-04-2023,135.49,65.66,185.5,1.26,6.83,78.5,27.31
06-04-2023,136.94,63.36,186.0,1.49,6.91,78.42,30.82
06-04-2023,135.55,62.88,185.47,1.57,6.78,86.37,28.36
07-04-2023,136.52,65.48,185.44,1.71,6.69,87.22,32.33
07-04-2023,137.29,63.83,184.2,1.59,6.89,75.42,24.46
07-04-2023,135.55,65.04,185.59,1.63,6.91,75.58,27.1
08-04-2023,136.64,64.7,186.21,1.46,6.76,76.72,25.75
08-04-2023,134.31,63.1,184.35,1.49,6.74,67.12,28.38
08-04-2023,134.65,62.4,185.4,1.41,6.87,81.16,26.67
09-04-2023,133.81,65.89,187.22,1.55,6.77,82.8,27.61
09-04-2023,136.06,64.75,184.15,1.6,6.89,85.44,26.28
09-04-2023,135.01,65.54,184.77,1.61,6.92,76.18,27.65
10-04-2023,133.53,63.79,184.1,1.59,6.81,90.39,26.02
10-04-2023,134.42,65.26,184.67,1.75,6.9,73.18,27.53
10-04-2023,135.66,65.71,181.63,1.45,6.9,73.41,27.88
11-04-2023,133.94,63.62,182.07,1.84,6.87,85.68,27.19
11-04-2023,132.51,63.56,183.08,1.54,6.64,75.12,28.06
11-04-2023,134.0,63.91,183.64,1.35,6.78,79.87,28.29
12-04-2023,130.75,63.74,182.61,1.56,6.77,80.77,26.12
12-04-2023,134.79,60.96,180.43,1.48,6.75,80.79,28.26
12-04-2023,132.9,62.73,181.04,1.49,6.67,81.82,27.91
13-04-2023,132.74,64.0,180.87,1.68,6.71,76.5,29.36
13-04-2023,134.69,63.99,181.85,1.37,6.88,79.15,27.12
13-04-2023,131.26,63.92,180.4,1.29,6.83,65.6,28.3
14-04-2023,136.12,63.31,180.22,1.53,6.76,81.88,25.56
14-04-2023,132.39,61.46,181.83,1.36,6.78,65.9,24.31
14-04-2023,132.24,63.7,181.92,1.51,6.88,81.1,27.27
15-04-2023,134.44,63.77,179.94,1.65,6.71,80.89,27.27
15-04-2023,133.9,62.56,180.58,1.21,6.71,86.75,25.52
15-04-2023,136.43,63.86,177.87,1.67,6.92,87.51,22.87
16-04-2023,132.35,63.73,179.87,1.58,6.76,83.93,31.67
16-04-2023,132.4,62.87,180.7,1.53,6.99,84.22,28.09
16-04-2023,130.27,63.28,179.84,1.2,6.95,81.3,27.6
17-04-2023,131.9,64.25,179.12,1.27,6.58,76.68,29.94
17-04-2023,131.22,63.64,178.49,1.33,6.53,74.54,23.9
17-04-2023,131.54,62.32,178.11,1.39,6.67,76.57,27.55
18-04-2023,129.52,64.91,178.37,1.5,6.81,88.09,26.78
18-04-2023,134.55,64.45,176.71,1.74,6.76,80.96,29.2
18-04-2023,129.83,62.36,179.84,1.59,6.67,77.6,25.96
19-04-2023,127.68,62.43,178.54,1.39,6.63,78.08,23.4
19-04-2023,130.03,62.5,177.6,1.36,6.87,80.67,28.43
19-04-2023,130.82,63.75,176.86,1.75,6.82,78.45,23.23
20-04-2023,129.91,63.81,177.27,1.56,6.79,82.98,24.65
20-04-2023,133.14,63.68,178.01,1.68,6.78,72.43,28.21
20-04-2023,131.21,63.79,177.98,1.31,6.74,75.42,29.07
21-04-2023,131.34,61.66,175.77,1.53,6.98,69.53,27.3
21-04-2023,132.11,62.39,175.55,1.33,6.76,81.67,25.94
21-04-2023,131.56,60.95,178.53,1.44,6.87,82.79,22.75
22-04-2023,132.49,63.82,177.31,1.35,6.72,83.01,25.83
22-04-2023,129.28,63.98,176.58,1.44,6.7,77.92,24.82
22-04-2023,130.08,64.04,175.47,1.43,6.76,84.94,26.05
23-04-2023,131.8,62.45,176.4,1.19,6.76,75.27,24.84
23-04-2023,126.94,63.19,173.86,1.23,6.79,76.46,25.61
23-04-2023,128.58,63.2,176.56,1.55,6.88,85.31,29.99
24-04-2023,131.31,64.36,174.7,1.49,6.81,66.16,21.6
24-04-2023,129.71,60.73,175.35,1.3,6.87,87.21,22.1
24-04-2023,131.73,63.48,174.98,1.36,6.93,86.34,27.67
25-04-2023,131.45,62.32,173.95,1.55,6.59,83.07,25.86
25-04-2023,128.36,62.28,173.68,1.72,6.7,80.04,24.46
25-04-2023,130.7,63.28,174.97,1.63,6.64,83.27,24.0
26-04-2023,131.8,63.05,174.6,1.42,6.63,71.03,26.94
26-04-2023,130.13,61.66,171.48,1.48,6.66,80.65,27.11
26-04-2023,128.36,63.07,171.32,1.25,6.78,85.79,28.1
27-04-2023,131.05,62.9,171.88,1.54,6.8,83.24,29.19
27-04-2023,130.58,64.19,171.68,1.54,6.86,76.65,25.69
27-04-2023,130.34,62.7,171.24,1.41,6.78,79.86,26.71
28-04-2023,130.52,63.22,172.53,1.35,6.77,76.1,26.31
28-04-2023,124.89,60.81,171.49,1.46,6.8,75.52,26.39
28-04-2023,130.58,61.86,173.03,1.57,6.87,73.24,26.0
29-04-2023,131.89,61.27,173.02,1.53,6.63,82.55,24.0
29-04-2023,129.76,62.22,171.23,1.73,6.63,74.23,26.9
29-04-2023,129.31,64.04,172.71,1.4,6.75,72.66,26.94
30-04-2023,130.0,60.42,170.77,1.47,6.71,83.76,26.62
30-04-2023,129.38,61.88,170.03,1.61,6.83,73.97,28.29
30-04-2023,129.77,62.13,170.3,1.41,6.62,74.22,27.74
01-05-2023,128.74,61.64,182.32,1.6,6.67,79.57,22.8
01-05-2023,127.54,63.61,179.51,1.55,6.87,72.06,24.43
01-05-2023,127.13,63.31,180.9,1.56,6.91,84.02,28.38
02-05-2023,127.09,63.18,181.35,1.31,6.78,78.32,25.47
02-05-2023,126.47,61.78,181.29,1.76,6.89,87.2,26.87
02-05-2023,126.89,61.97,180.38,1.14,6.84,77.28,25.74
03-05-2023,131.08,62.61,181.14,1.4,6.82,77.07,28.79
03-05-2023,129.53,62.2,180.8,1.62,6.63,69.82,26.6
03-05-2023,127.41,61.17,179.73,1.2,6.67,80.66,26.47
04-05-2023,127.72,62.79,182.54,1.66,6.68,84.95,23.28
04-05-2023,128.44,59.78,180.59,1.24,6.67,75.85,22.97
04-05-2023,127.24,63.1,179.64,1.13,6.62,83.62,25.45
05-05-2023,128.29,63.78,179.26,1.68,6.6,79.21,28.1
05-05-2023,129.3,62.33,180.82,1.32,6.74,74.12,24.65
05-05-2023,128.03,62.85,179.69,1.23,6.83,80.71,29.05
06-05-2023,128.54,61.88,182.17,1.7,6.72,79.7,24.98
06-05-2023,129.32,60.8,178.92,1.15,6.72,74.53,26.99
06-05-2023,127.53,63.28,177.96,1.31,6.7,86.83,25.15
07-05-2023,128.33,60.92,179.09,1.44,6.76,79.55,27.04
07-05-2023,127.39,64.16,179.18,1.28,6.72,79.58,28.9
07-05-2023,127.76,61.44,176.68,1.32,6.54,78.34,28.01
08-05-2023,127.29,61.86,178.45,1.73,6.99,81.43,29.42
08-05-2023,126.93,61.79,178.24,1.79,6.78,81.71,24.61
08-05-2023,127.96,62.2,178.1,1.66,6.78,76.72,23.77
09-05-2023,128.51,61.15,177.68,1.27,6.77,83.88,23.56
09-05-2023,127.83,61.39,176.86,1.39,6.78,77.08,25.56
09-05-2023,128.33,63.0,178.96,1.41,6.76,81.26,23.42
10-05-2023,126.44,60.21,177.42,1.41,6.78,81.69,24.11
10-05-2023,125.71,60.98,176.84,1.42,6.99,85.71,24.44
10-05-2023,128.08,60.74,176.98,1.43,6.7,71.57,32.38
11-05-2023,128.43,61.54,177.19,1.44,6.72,74.69,26.36
11-05-2023,127.43,61.71,177.68,1.59,6.65,80.97,25.78
11-05-2023,129.33,61.41,178.18,1.62,6.66,79.23,24.63
12-05-2023,128.62,61.92,176.4,1.8,6.85,73.58,23.72
12-05-2023,131.25,62.6,176.77,1.07,6.81,76.65,25.85
12-05-2023,126.89,62.42,175.71,1.5,6.76,74.14,23.8
13-05-2023,125.65,61.39,173.44,1.08,6.71,69.84,22.66
